0	0	21
1	0	13
2	0	11
3	0	10
4	0	10
5	0	7
6	0	19
7	0	10
8	0	5
9	0	21
10	0	10
11	0	25
12	0	18
13	0	25
14	0	8
15	0	8
16	0	18
17	7	22
18	42	3
19	70	2
20	79	16
21	121	5
22	203	8
23	290	6
24	386	12
25	410	14
26	501	9
27	521	4
28	580	1
29	650	4
30	673	6
31	740	18
32	838	1
33	866	24
34	882	8
35	903	2
36	987	16
37	998	13
38	1083	14
39	1085	23
40	1137	10
41	1201	16
42	1275	10
43	1298	17
44	1339	6
45	1349	3
46	1430	10
47	1520	21
48	1523	14
49	1573	17
50	1670	4
51	1719	15
52	1732	1
53	1773	19
54	1807	17
55	1886	2
56	1977	18
57	2027	24
58	2071	17
59	2123	4
60	2149	1
61	2213	10
62	2282	5
63	2332	20
64	2338	6
65	2360	19
66	2451	17
67	2483	11
68	2502	23
69	2600	4
70	2634	6
71	2728	15
72	2784	15
73	2790	17
74	2868	11
75	2953	14
76	3002	22
77	3011	17
78	3110	18
79	3132	18
80	3135	12
81	3223	6
82	3232	13
83	3244	24
84	3342	16
85	3410	7
86	3475	16
87	3486	14
88	3500	9
89	3512	15
90	3536	17
91	3584	10
92	3587	12
93	3656	8
94	3744	12
95	3772	4
96	3777	16
97	3805	5
98	3807	10
99	3871	22
100	3918	14
101	3979	10
102	4047	4
103	4092	16
104	4165	13
105	4225	4
106	4233	19
107	4299	3
108	4380	19
109	4411	13
110	4469	13
111	4490	15
112	4535	15
113	4611	8
114	4642	25
115	4646	6
116	4722	21
117	4757	4
118	4832	10
119	4931	25
120	4953	5
121	5020	11
122	5100	7
123	5175	15
124	5240	1
125	5308	25
126	5384	3
127	5412	6
128	5448	25
129	5483	1
130	5533	12
131	5564	1
132	5584	22
133	5648	24
134	5741	4
135	5783	17
136	5868	13
137	5896	4
138	5993	22
139	6007	22
140	6008	7
141	6084	8
142	6105	24
143	6196	25
144	6232	8
145	6234	7
146	6263	19
147	6301	6
148	6377	2
149	6443	13
150	6489	7
151	6513	14
152	6520	13
153	6619	7
154	6670	24
155	6728	19
156	6774	9
157	6853	6
158	6879	23
159	6955	8
160	6958	4
161	6999	10
162	7063	1
163	7069	8
164	7155	16
165	7181	8
166	7206	12
167	7266	21
168	7299	25
169	7360	8
170	7419	5
171	7450	4
172	7497	15
173	7585	7
174	7681	16
175	7726	21
176	7790	24
177	7837	17
178	7891	15
179	7963	21
180	7965	17
181	8023	20
182	8030	7
183	8115	1
184	8148	2
185	8172	5
186	8269	17
187	8324	14
188	8375	14
189	8396	8
190	8491	7
191	8565	17
192	8658	24
193	8756	8
194	8826	12
195	8906	12
196	8921	18
197	8923	16
198	9015	6
199	9040	17
200	9106	1
201	9148	14
202	9173	4
203	9211	8
204	9229	9
205	9276	11
206	9324	18
207	9381	1
208	9470	24
209	9507	10
210	9554	14
211	9557	9
212	9651	2
213	9711	4
214	9805	20
215	9870	24
216	9875	11
217	9944	22
218	9966	20
219	9976	8
220	10009	13
221	10046	15
222	10100	6
223	10104	17
224	10142	8
225	10166	24
226	10258	8
227	10275	13
228	10279	1
229	10352	17
230	10421	8
231	10489	14
232	10503	21
233	10538	14
234	10597	10
235	10654	25
236	10732	14
237	10755	18
238	10759	2
239	10837	23
240	10932	5
241	10994	21
242	11018	25
243	11112	4
244	11147	7
245	11203	17
246	11249	10
247	11292	21
248	11308	20
249	11338	10
250	11344	19
251	11416	16
252	11510	9
253	11549	17
254	11647	11
255	11702	2
256	11739	16
257	11740	9
258	11829	14
259	11887	7
260	11937	21
261	12036	7
262	12090	1
263	12182	4
264	12205	22
265	12290	9
266	12314	10
267	12408	14
268	12496	12
269	12520	9
270	12556	12
271	12620	15
272	12653	15
273	12691	22
274	12713	5
275	12730	15
276	12758	14
277	12785	11
278	12838	3
279	12865	22
280	12920	22
281	12991	6
282	13054	20
283	13153	2
284	13165	5
285	13256	21
286	13269	9
287	13359	22
288	13360	21
289	13435	10
290	13474	7
291	13530	20
292	13537	25
293	13560	4
294	13651	7
295	13668	14
296	13760	17
297	13830	1
298	13835	5
299	13880	21
300	13957	12
301	13985	21
302	14062	8
303	14133	22
304	14223	19
305	14305	2
306	14377	8
307	14471	22
308	14553	12
309	14567	3
310	14590	21
311	14641	15
312	14711	8
313	14751	11
314	14814	11
315	14815	2
316	14883	24
317	14966	16
318	15003	12
319	15016	25
320	15082	8
321	15114	6
322	15117	23
323	15135	5
324	15190	17
325	15220	12
326	15284	23
327	15350	16
328	15384	7
329	15438	3
330	15527	7
331	15539	10
332	15611	11
333	15680	3
334	15738	23
335	15819	11
336	15887	22
337	15896	25
338	15951	13
339	15958	17
340	16020	25
341	16051	19
342	16073	16
343	16147	20
344	16165	14
345	16231	11
346	16260	10
347	16328	1
348	16333	5
349	16364	21
350	16391	4
351	16402	14
352	16433	20
353	16498	25
354	16509	21
355	16572	24
356	16663	22
357	16753	15
358	16844	18
359	16940	19
360	16994	11
361	16999	16
362	17030	9
363	17114	14
364	17171	22
365	17233	22
366	17301	19
367	17305	10
368	17312	23
369	17312	3
370	17333	7
371	17345	20
372	17387	8
373	17409	9
374	17500	1
375	17544	15
376	17631	5
377	17665	12
378	17740	11
379	17769	21
380	17862	1
381	17934	15
382	17941	23
383	17957	21
384	18016	4
385	18092	21
386	18137	13
387	18206	1
388	18291	12
389	18305	6
390	18343	13
391	18401	11
392	18408	22
393	18497	11
394	18566	10
395	18657	8
396	18679	5
397	18710	24
398	18802	10
399	18886	1
400	18893	24
401	18950	18
402	19032	7
403	19092	17
404	19094	24
405	19185	22
406	19225	22
407	19316	20
408	19351	4
409	19412	22
410	19455	16
411	19534	8
412	19585	4
413	19665	20
414	19699	25
415	19742	12
416	19785	22
417	19857	21
418	19873	4
419	19904	2
420	19932	8
421	19991	4
422	20053	16
423	20085	11
424	20135	1
425	20214	7
426	20218	6
427	20285	2
428	20327	15
